,Unnamed: 0,date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost,label,lat,lng
2102,2102,2014/6/11 0:00,3,1.5,1160,8906,1,0,0,3,1160,0,1962,2003,7327 33rd Ave S,Seattle,WA 98118,USA,6.393069716,227530.1078,0,47.5362187,-122.2902635
2103,2103,2014/6/11 0:00,2,1,1350,10096,1,0,2,4,1350,0,1952,0,428 Orchard Ave NE,North Bend,WA 98045,USA,7.657179601,209251.7156,0,47.4966601,-121.7783628
2104,2104,2014/6/11 0:00,3,2.5,1860,6607,2,0,0,3,1860,0,1989,0,1206 SW 349th St,Federal Way,WA 98023,USA,7.426786406,263362.7212,0,47.2890925,-122.3509708
2105,2105,2014/6/11 0:00,3,2.5,1870,4060,2,0,0,3,1870,0,2005,0,13303 SE 227th St,Kent,WA 98042,USA,6.338239066,259531.9927,0,47.3985467,-122.1630206
2106,2106,2014/6/11 0:00,3,1.75,1520,15090,1,0,0,4,1520,0,1968,0,28515 SE 228th St,Maple Valley,WA 98038,USA,6.099387348,268266.0544,0,47.3980341,-121.9645367
2107,2107,2014/6/11 0:00,2,1,860,3874,1,0,0,4,860,0,1931,0,915 N 1st St,Renton,WA 98057,USA,6.146987886,288309.953,0,47.4835957,-122.2039826
2108,2108,2014/6/11 0:00,4,2.75,2414,7693,2,0,0,3,2414,0,2006,0,315 F St SE,Auburn,WA 98002,USA,6.502015375,252251.2154,0,47.3045295,-122.2218348
2109,2109,2014/6/11 0:00,5,3.5,2100,5107,2,0,0,3,1410,690,1999,0,10026 61st Ave S,Seattle,WA 98178,USA,6.982659124,276784.6407,0,47.5108381,-122.2567464
2110,2110,2014/6/11 0:00,3,2.5,2250,7294,2,0,0,3,2250,0,1994,0,5006 Highland Dr SE,Auburn,WA 98092,USA,7.008849232,305951.3441,1,47.2636356,-122.2122641
2111,2111,2014/6/11 0:00,3,1,1160,8813,1,0,0,3,1160,0,1952,2008,13319 1st Ave NE,Seattle,WA 98125,USA,6.733115425,269753.8372,0,47.725633,-122.3292355
2112,2112,2014/6/11 0:00,3,1.75,1790,27427,1,0,0,3,1130,660,1978,0,43404 SE 76th St,Snoqualmie,WA 98065,USA,7.501726933,285487.2796,0,47.5320822,-121.7609368
2113,2113,2014/6/11 0:00,3,2.5,2456,7566,2,0,0,3,2456,0,2012,1912,33800-33998 12th Pl SW,Federal Way,WA 98023,USA,7.92936917,278896.2067,0,47.2980004,-122.3510165
2114,2114,2014/6/11 0:00,3,2.5,2210,7557,2,0,0,3,2210,0,1989,0,32739 47th Ave SW,Federal Way,WA 98023,USA,6.486334947,299978.7297,0,47.3078935,-122.3930078
2115,2115,2014/6/11 0:00,2,1,720,6686,1,0,0,3,720,0,1942,1999,9716 4th Ave NW,Seattle,WA 98117,USA,7.959844731,327397.2059,1,47.7002564,-122.3617249
2116,2116,2014/6/11 0:00,4,2.25,2030,13500,1,0,0,3,1230,800,1963,2008,20532 SE 159th St,Renton,WA 98059,USA,7.387330888,328795.2363,1,47.4595961,-122.0658605
2117,2117,2014/6/11 0:00,3,2.5,1430,1002,3,0,0,3,1430,0,2002,0,720 N 95th St,Seattle,WA 98103,USA,6.061633577,348680.7895,1,47.6979916,-122.3490271
2118,2118,2014/6/11 0:00,3,3.25,1460,1592,2,0,0,3,1130,330,2006,0,6003 Lanham Pl SW,Seattle,WA 98126,USA,6.898879389,339721.3144,1,47.5481329,-122.3739715
2119,2119,2014/6/11 0:00,3,1.75,1170,8182,1,0,0,3,1170,0,1962,2003,14737 28th Ave NE,Shoreline,WA 98155,USA,7.427967706,294234.158,0,47.7367321,-122.2982046
2120,2120,2014/6/11 0:00,3,1,940,10368,1,0,0,3,940,0,1965,1993,15550 NE 60th St,Redmond,WA 98052,USA,6.580262621,325848.7204,1,47.6608168,-122.1328682
2121,2121,2014/6/11 0:00,3,1,890,7200,1,0,0,3,890,0,1951,1994,3843 NE 113th St,Seattle,WA 98125,USA,7.01001249,323596.7808,1,47.709968,-122.2860806
2122,2122,2014/6/11 0:00,3,2,1370,8336,1,0,0,5,1370,0,1964,0,2320 N 161st St,Shoreline,WA 98133,USA,7.555403511,352026.5396,1,47.7458506,-122.3309944
2123,2123,2014/6/11 0:00,3,1.5,1460,11407,1,0,0,3,1460,0,1954,2005,16044 33rd Ave NE,Lake Forest Park,WA 98155,USA,6.25686647,358101.6266,1,47.7459675,-122.293811
2124,2124,2014/6/11 0:00,3,1.5,1270,1318,2,0,0,3,1080,190,2004,2003,3613 Gilman Ave W,Seattle,WA 98199,USA,6.770220774,384432.0797,1,47.6526099,-122.3839981
2125,2125,2014/6/11 0:00,3,2,1640,7201,1,0,0,3,1640,0,1948,1994,12711 37th Ave NE,Seattle,WA 98125,USA,7.803120091,349962.2391,1,47.7215873,-122.2889397
2126,2126,2014/6/11 0:00,4,2.5,2550,4500,2,0,0,3,2550,0,2009,0,564 Field Pl NE,Renton,WA 98059,USA,6.751170056,395939.5549,1,47.4915966,-122.1530471
2127,2127,2014/6/11 0:00,4,1,1860,4736,1.5,0,0,1,1860,0,1901,0,2411-2499 E Roy St,Seattle,WA 98112,USA,6.798212687,398932.9639,1,47.6250486,-122.3005969
2128,2128,2014/6/11 0:00,3,2.5,1420,2581,3,0,0,3,1420,0,2004,2003,136 N 101st St,Seattle,WA 98133,USA,7.455112362,424128.3557,1,47.7027033,-122.3570127
2129,2129,2014/6/11 0:00,4,2.5,2300,19250,1,0,0,4,2300,0,1955,2009,13406 423rd Ave SE,North Bend,WA 98045,USA,7.351299568,403318.449,1,47.4793651,-121.7756145
2130,2130,2014/6/11 0:00,4,2.5,3170,10688,2,0,2,3,3170,0,2001,0,1118 U St NW,Auburn,WA 98001,USA,6.960661043,433145.9002,1,47.3178918,-122.2572597
2131,2131,2014/6/11 0:00,3,2,2060,4437,1,0,0,3,1030,1030,1929,0,3720 35th Ave SW,Seattle,WA 98126,USA,7.844051194,439418.0757,1,47.5705333,-122.3757893
2132,2132,2014/6/11 0:00,4,2.5,2180,7203,2,0,0,4,2180,0,1989,0,5055 NE 23rd St,Renton,WA 98059,USA,6.30527594,459628.8058,1,47.5119313,-122.1509396
2133,2133,2014/6/11 0:00,4,2.5,2090,9702,1,0,0,5,1320,770,1965,0,16135 Densmore Ave N,Shoreline,WA 98133,USA,7.64696391,450651.6303,1,47.74681,-122.3389851
2134,2134,2014/6/11 0:00,4,1.75,1470,5350,1,0,0,3,980,490,1955,2005,10424 12th Ave NE,Seattle,WA 98125,USA,7.08232669,450246.9583,1,47.7047275,-122.3148493
2135,2135,2014/6/11 0:00,3,2.25,1630,2520,2,0,0,3,1630,0,2005,0,2009 25th Ave NE,Issaquah,WA 98029,USA,7.6054598,470459.0749,1,47.5493132,-121.9979956
2136,2136,2014/6/11 0:00,6,5,3440,4500,2,0,0,3,3280,160,2007,0,321 Hardie Ave NW,Renton,WA 98057,USA,7.467768215,471283.1172,1,47.4870688,-122.2192016
2137,2137,2014/6/11 0:00,3,1.75,1720,5899,1,0,1,3,1220,500,1986,0,4052 SW Myrtle St,Seattle,WA 98136,USA,6.851766414,490723.8399,1,47.5399969,-122.3850222
2138,2138,2014/6/11 0:00,3,2.5,3370,19585,2,0,0,3,3200,170,1951,1994,15043 Densmore Ave N,Shoreline,WA 98133,USA,6.100760296,456419.6148,1,47.7388792,-122.3390891
2139,2139,2014/6/11 0:00,4,3.5,2550,8698,2,0,0,3,2550,0,2007,0,8816 Venn Ave SE,Snoqualmie,WA 98065,USA,6.040576309,471353.3519,1,47.521396,-121.8693894
2140,2140,2014/6/11 0:00,3,1.75,1730,8400,1,0,0,4,1400,330,1980,0,8605 169th Ct NE,Redmond,WA 98052,USA,7.850321373,510838.8727,2,47.6792115,-122.1150947
2141,2141,2014/6/11 0:00,2,1.75,1640,4080,1,0,0,3,840,800,1921,2000,4746 Thackeray Pl NE,Seattle,WA 98105,USA,7.308370364,510090.6681,2,47.6644947,-122.3258018
2142,2142,2014/6/11 0:00,3,1.75,1550,3680,1,0,0,3,1050,500,1927,2011,209 NW 73rd St,Seattle,WA 98117,USA,6.503416601,524725.8622,2,47.6816237,-122.3599945
2143,2143,2014/6/11 0:00,5,2.25,2520,49222,2,0,0,4,2520,0,1978,2000,20645 SE 123rd St,Issaquah,WA 98027,USA,7.448720728,240838.021,0,47.4917534,-122.0637315
2144,2144,2014/6/11 0:00,3,2.5,2180,15693,1,0,0,4,1850,330,1979,0,1801 193rd Ave SE,Sammamish,WA 98075,USA,7.548417249,502582.161,2,47.5924816,-122.0825914
2145,2145,2014/6/11 0:00,3,3.5,1650,2262,3,0,0,3,1650,0,2010,0,769 N 74th St,Seattle,WA 98103,USA,7.103097821,538307.7373,2,47.6823597,-122.3469566
2146,2146,2014/6/11 0:00,3,2.5,1990,3984,2,0,0,3,1990,0,2004,2003,24134 SE 20th St,Sammamish,WA 98075,USA,6.217852963,547712.0106,2,47.5914063,-122.0170869
2147,2147,2014/6/11 0:00,3,2.5,2600,7465,2,0,0,3,2600,0,1988,2000,15201 93rd Pl NE,Bothell,WA 98011,USA,7.293556928,554357.3732,2,47.7387664,-122.2169233
2148,2148,2014/6/11 0:00,4,2.75,2240,27820,1.5,0,0,4,2240,0,1976,1992,21404 SE 19th St,Sammamish,WA 98075,USA,7.579846973,544091.77,2,47.5935515,-122.0541972
2149,2149,2014/6/11 0:00,4,2,1680,5000,1,0,0,3,980,700,1950,2005,7734 39th Ave NE,Seattle,WA 98115,USA,7.102618618,582023.2912,2,47.6858311,-122.2860994
2150,2150,2014/6/11 0:00,4,2,2090,3610,1.5,0,0,5,1790,300,1927,0,8044 14th Avenue Northeast,Seattle,WA 98115,USA,6.813964274,606378.7404,2,47.6880673,-122.3130131
2151,2151,2014/6/11 0:00,4,2.75,4140,24190,2,0,0,3,4140,0,2002,0,32927 143rd Ct SE,Auburn,WA 98092,USA,6.958381125,496971.0153,1,47.3062091,-122.1498735
2152,2152,2014/6/11 0:00,6,3,4250,4400,2.5,0,0,4,3020,1230,1902,0,3907 S Edmunds St,Seattle,WA 98118,USA,7.780239915,631161.401,2,47.558483,-122.2830804
2153,2153,2014/6/11 0:00,3,2.75,2500,7378,1,0,0,5,1390,1110,1948,1985,10050 11th Ave NW,Seattle,WA 98177,USA,6.695647061,670115.456,2,47.7029317,-122.3698168
2154,2154,2014/6/11 0:00,4,1.75,2460,5100,1.5,0,0,5,1450,1010,1909,1988,6815 26th Ave NE,Seattle,WA 98115,USA,6.635565202,733644.8947,3,47.6781466,-122.2998709
2155,2155,2014/6/11 0:00,4,2.75,2490,17833,2,0,2,3,1490,1000,1979,2014,12537 41st Ave NE,Seattle,WA 98125,USA,6.630473264,633141.6192,2,47.7203714,-122.2843506
2156,2156,2014/6/11 0:00,4,2.5,2810,10986,2,0,0,3,2810,0,1997,0,1755 268th Pl SE,Sammamish,WA 98075,USA,6.947036663,670155.9743,2,47.5942824,-121.9812237
2157,2157,2014/6/11 0:00,3,1.75,2430,14607,1,0,1,3,1230,1200,1949,1970,4854 E Mercer Way,Mercer Island,WA 98040,USA,7.523495496,699930.8762,2,47.558715,-122.2109219
2158,2158,2014/6/11 0:00,3,3.5,4500,21870,2,0,0,3,4500,0,2004,2003,13528 SE 333rd Pl,Auburn,WA 98092,USA,7.208379562,710554.4154,3,47.3042421,-122.158797
2159,2159,2014/6/11 0:00,3,1.5,2210,6300,1.5,0,0,5,2210,0,1916,0,1422 33rd Ave S,Seattle,WA 98144,USA,7.788067401,775420.211,3,47.589288,-122.2901531
2160,2160,2014/6/11 0:00,4,3.75,2690,4000,2,0,3,4,2120,570,1909,1989,2537 11th Ave W,Seattle,WA 98119,USA,6.519267671,788046.3208,3,47.6418407,-122.3718432
2161,2161,2014/6/11 0:00,4,2.5,3280,6181,2,0,0,3,3280,0,2001,0,19199 NE 43rd Ct,Sammamish,WA 98074,USA,6.229629135,786611.7662,3,47.6482745,-122.0809939
2162,2162,2014/6/11 0:00,4,2.75,3370,6675,1,0,3,4,1920,1450,1948,0,1501 33rd Ave S,Seattle,WA 98144,USA,6.951191209,790697.1987,3,47.5887217,-122.2908044
2163,2163,2014/6/11 0:00,3,2.5,2070,13241,1.5,0,0,5,1270,800,1910,0,2505 Boyer Ave E,Seattle,WA 98102,USA,7.631553493,818259.8063,3,47.6415588,-122.3148369
2164,2164,2014/6/11 0:00,4,2.5,3320,11901,2,0,0,5,2650,670,1977,0,5334-5394 134th Ave SE,Bellevue,WA 98006,USA,6.453429704,811858.8907,3,47.5542224,-122.1598329
2165,2165,2014/6/11 0:00,4,2.5,3470,32109,2,0,0,3,3470,0,1995,0,22618 NE 143rd Ct,Woodinville,WA 98077,USA,6.775910642,874453.4512,3,47.7311098,-122.0361499
2166,2166,2014/6/11 0:00,5,3,2510,4125,1.5,0,3,5,1590,920,1925,0,540 33rd Ave S,Seattle,WA 98144,USA,7.732054327,857710.8935,3,47.5967622,-122.2900199
2167,2167,2014/6/11 0:00,4,2.5,3760,29224,2,0,0,3,3760,0,1987,2000,15736 NE 134th St,Redmond,WA 98052,USA,7.242786074,1005763.826,3,47.7203135,-122.1278569
2168,2168,2014/6/11 0:00,5,3.5,4210,17258,2,0,3,3,4210,0,1995,0,5564 169th Pl SE,Bellevue,WA 98006,USA,7.914256042,1292281.274,3,47.5529205,-122.1139683
2169,2169,2014/6/11 0:00,5,6.25,8670,64033,2,0,4,3,6120,2550,1965,2003,1291 NW Elford Dr,Seattle,WA 98177,USA,7.995721201,2584147.847,3,47.7294706,-122.3720479
2170,2170,2014/6/12 0:00,2,1,820,10450,1,0,0,4,820,0,1965,0,10635 SE 196th St,Renton,WA 98055,USA,7.227870416,154166.8272,0,47.4260058,-122.1989475
2171,2171,2014/6/12 0:00,4,1.75,1200,7680,1,0,0,3,1200,0,1968,1997,32113 112th Pl SE,Auburn,WA 98092,USA,6.426773221,180405.5207,0,47.3137471,-122.1920784
2172,2172,2014/6/12 0:00,4,1.5,1130,7840,1,0,0,4,1130,0,1970,0,33818 35th Ave SW,Federal Way,WA 98023,USA,6.954120837,201198.1613,0,47.2985767,-122.3765149
2173,2173,2014/6/12 0:00,2,1,910,9869,1,0,0,3,910,0,1957,2000,11644 SE 163rd St,Renton,WA 98058,USA,6.007521695,185828.5057,0,47.4572003,-122.1840202
2174,2174,2014/6/12 0:00,2,1,1100,8281,1,0,0,4,1100,0,1947,1988,1206 NE 155th St,Shoreline,WA 98155,USA,6.171519586,197485.91,0,47.7414174,-122.3151015
2175,2175,2014/6/12 0:00,3,1.75,1840,9697,1,0,0,4,1500,340,1985,0,12034 SE 252 Pl,Kent,WA 98030,USA,6.520407035,194665.6004,0,47.3764119,-122.1791794
2176,2176,2014/6/12 0:00,4,2.5,1770,5855,2,0,0,3,1770,0,2003,0,21620 SE 283rd St,Maple Valley,WA 98038,USA,7.40739645,226766.4166,0,47.3483871,-122.0530944
2177,2177,2014/6/12 0:00,4,1.5,1490,7560,2,0,0,3,1490,0,1966,1963,25923 13th Ave S,Des Moines,WA 98198,USA,7.475206064,257395.4822,0,47.3683702,-122.3181911
2178,2178,2014/6/12 0:00,4,2.5,2210,8465,1,0,0,3,1490,720,1990,2009,512 47th St SE,Auburn,WA 98092,USA,6.148987671,247475.8079,0,47.2645759,-122.2207764
2179,2179,2014/6/12 0:00,3,2.5,1970,7500,2,0,0,3,1970,0,1988,2000,4809 Mill Pond Loop,Auburn,WA 98092,USA,6.538270983,291925.7886,0,47.2657534,-122.2179276
2180,2180,2014/6/12 0:00,3,3.25,1470,1235,2,0,0,3,1180,290,2008,0,5338 15th Ave S,Seattle,WA 98108,USA,6.274430119,297268.943,0,47.5536932,-122.3130656
2181,2181,2014/6/12 0:00,4,2.5,2490,8124,2,0,0,3,2490,0,2001,0,29742 129th Pl SE,Auburn,WA 98092,USA,7.508729645,304010.2788,1,47.3347503,-122.170097
2182,2182,2014/6/12 0:00,5,3,1880,5000,1,0,0,3,1100,780,1997,0,6343 23rd Ave SW,Seattle,WA 98106,USA,6.060259949,309278.3634,1,47.5452487,-122.3629576
2183,2183,2014/6/12 0:00,2,1.5,1070,1200,2,0,0,3,1070,0,1999,0,9404 Linden Ave N,Seattle,WA 98103,USA,6.397180471,307702.0744,1,47.6969099,-122.3468441
2184,2184,2014/6/12 0:00,3,2.5,1880,7000,2,0,0,3,1880,0,1993,0,11718 SE 203rd St,Kent,WA 98031,USA,6.715117443,273445.6889,0,47.4206391,-122.1839961
2185,2185,2014/6/12 0:00,2,1,970,5665,1,0,0,4,970,0,1908,0,4726 S Orcas St,Seattle,WA 98118,USA,6.332963188,286380.9082,0,47.5513379,-122.2729085
2186,2186,2014/6/12 0:00,4,2.5,1910,9244,1,0,0,4,1910,0,1963,0,5811 NE 6th St,Renton,WA 98059,USA,6.25604501,290479.1313,0,47.4917558,-122.1410928
2187,2187,2014/6/12 0:00,2,2.25,1170,1011,2,0,0,3,1170,0,2009,0,2277 NW Hidden Ln,Issaquah,WA 98027,USA,6.29957812,334210.619,1,47.5320882,-122.0730013
2188,2188,2014/6/12 0:00,3,2,2080,11375,1,0,0,3,2080,0,2002,0,3322 261st Pl SE,Enumclaw,WA 98022,USA,6.485232548,313752.3357,1,47.4219322,-121.9935177
2189,2189,2014/6/12 0:00,3,1,1060,9525,1,0,0,3,1060,0,1966,1963,17129 NE 95th St,Redmond,WA 98052,USA,7.416908458,306447.4865,1,47.6854403,-122.1110179
2190,2190,2014/6/12 0:00,4,2.25,2300,4600,1.5,0,0,4,1340,960,1904,0,1517 17th Ave S,Seattle,WA 98144,USA,7.674314892,325791.8945,1,47.5894473,-122.3108133
2191,2191,2014/6/12 0:00,3,3.25,1651,1779,2,0,0,3,1341,310,2008,0,10734 Whitman Ave N,Seattle,WA 98133,USA,6.895365159,351906.2608,1,47.7076105,-122.3458259
2192,2192,2014/6/12 0:00,2,1,1220,17172,1,0,0,4,1220,0,1947,1988,13314 NE 104th St,Kirkland,WA 98033,USA,7.840015843,300524.195,1,47.6934125,-122.1630625
2193,2193,2014/6/12 0:00,3,1.75,1800,6000,1,0,0,5,900,900,1950,0,1115 NE 168th St,Shoreline,WA 98155,USA,7.40129157,354368.6924,1,47.7504704,-122.3170064
2194,2194,2014/6/12 0:00,3,1.75,1590,8219,1.5,0,0,5,970,620,1938,0,12632 93rd Pl NE,Kirkland,WA 98034,USA,6.033717178,381471.6537,1,47.7144931,-122.217069
2195,2195,2014/6/12 0:00,3,1,1180,11862,1,0,0,4,1180,0,1948,0,11739 4th Ave NW,Seattle,WA 98177,USA,6.628347093,375282.5908,1,47.7152685,-122.3625264
2196,2196,2014/6/12 0:00,3,1,1330,15678,1,0,0,3,900,430,1984,0,3009 229th Pl NE,Sammamish,WA 98074,USA,6.103892531,398365.848,1,47.6355154,-122.0370413
2197,2197,2014/6/12 0:00,4,1.75,1890,6000,1,0,0,4,1110,780,1947,1988,13524 22nd Ave NE,Seattle,WA 98125,USA,7.837627543,423795.1168,1,47.7273375,-122.3050117
2198,2198,2014/6/12 0:00,3,3.5,1240,1666,2,0,0,3,1000,240,2008,0,5922 44th Ave SW,Seattle,WA 98136,USA,7.069095054,427007.9025,1,47.5496406,-122.3880901
2199,2199,2014/6/12 0:00,5,3.5,3690,11928,2,0,0,3,2540,1150,2006,0,114 210th Ave NE,Sammamish,WA 98074,USA,6.994264769,355191.315,1,47.6106419,-122.0603537
2200,2200,2014/6/12 0:00,3,1,1710,6556,1.5,0,0,4,1200,510,1926,1993,12220 Phinney Ave N,Seattle,WA 98133,USA,7.376317027,396099.631,1,47.7184813,-122.3539717
2201,2201,2014/6/12 0:00,3,2.75,1560,7392,1,0,0,5,1030,530,1972,0,15118 119th Ave NE,Kirkland,WA 98034,USA,6.50792518,411210.7146,1,47.738284,-122.1822381
2202,2202,2014/6/12 0:00,5,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984,6444 Carleton Ave S,Seattle,WA 98108,USA,6.56462114,413433.7048,1,47.544472,-122.3207907
2203,2203,2014/6/12 0:00,2,1.5,1630,3780,1,0,0,4,890,740,1940,2001,3441 NW 59th St,Seattle,WA 98107,USA,7.810831268,438213.2896,1,47.6710913,-122.4030032
2204,2204,2014/6/12 0:00,5,2,1940,7642,1.5,0,0,3,1940,0,1957,2000,20028 18th Ave NW,Shoreline,WA 98177,USA,6.119703337,452678.0297,1,47.7750781,-122.3796652
2205,2205,2014/6/12 0:00,3,2.5,1250,1103,3,0,2,3,1250,0,2005,0,513 N 46th St,Seattle,WA 98103,USA,7.226526825,475671.1849,1,47.6619383,-122.3521211
2206,2206,2014/6/12 0:00,4,2.5,2470,35073,2,0,0,3,2470,0,1989,0,17435 SE 329th St,Auburn,WA 98092,USA,6.627905978,414614.5051,1,47.3064339,-122.1079414
2207,2207,2014/6/12 0:00,4,2.25,2640,31941,1,0,0,4,2640,0,1986,0,16915 SE 325th Pl,Auburn,WA 98092,USA,6.961067842,452257.293,1,47.3098816,-122.1160006
2208,2208,2014/6/12 0:00,4,2.5,2140,7245,2,0,0,3,2140,0,2003,0,633 N 138th St,Seattle,WA 98133,USA,7.539110865,464110.6344,1,47.7293812,-122.3504278
2209,2209,2014/6/12 0:00,3,2,1769,9300,1,0,0,4,1769,0,1955,2009,531 SW 181st St,Normandy Park,WA 98166,USA,7.157687122,438686.7871,1,47.4410061,-122.3419854
2210,2210,2014/6/12 0:00,5,2.75,2990,7420,2,0,0,3,2990,0,1996,0,4304 NE 7th St,Renton,WA 98059,USA,6.289949894,454934.4693,1,47.4944483,-122.1618032
2211,2211,2014/6/12 0:00,3,1.75,1970,7972,1,0,3,5,1370,600,1976,0,8600-8604 NW 5th St,Renton,WA 98057,USA,7.175145146,491135.8267,1,47.4911115,-122.224219
2212,2212,2014/6/12 0:00,3,1.75,1600,19200,1,0,0,4,1600,0,1967,0,13304 69th Ave NE,Kirkland,WA 98034,USA,7.107547546,485930.9783,1,47.7201213,-122.2489854
2213,2213,2014/6/12 0:00,3,2.5,2120,9736,2,0,0,3,2120,0,1988,2000,15102 91st Pl NE,Bothell,WA 98011,USA,6.640976291,523178.977,2,47.7374007,-122.2190683
2214,2214,2014/6/12 0:00,3,1,1510,5000,1.5,0,0,3,1510,0,1909,2004,5726 28th Ave NE,Seattle,WA 98105,USA,7.60077994,526955.9948,2,47.6707834,-122.2969843
2215,2215,2014/6/12 0:00,4,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0,325 NW 48th St,Seattle,WA 98107,USA,6.232614902,541657.6497,2,47.6634571,-122.3619799
2216,2216,2014/6/12 0:00,3,2.25,1710,4140,2,0,0,3,1710,0,2004,2003,2037 Larchmount Dr NE,Issaquah,WA 98029,USA,6.444287004,537827.7343,2,47.5498116,-121.9970506
2217,2217,2014/6/12 0:00,2,1,1510,4032,1.5,0,0,3,1310,200,1935,1974,2002 28th Ave W,Seattle,WA 98199,USA,7.700018518,572569.1038,2,47.6371606,-122.392754
2218,2218,2014/6/12 0:00,4,2.5,3140,9225,1,0,2,5,1770,1370,1966,0,540 Raymond Pl NW,Renton,WA 98057,USA,6.592339389,551727.1498,2,47.4903445,-122.2261928
2219,2219,2014/6/12 0:00,5,2,2060,6000,2,0,0,3,2060,0,1903,2005,2107 NE 55th St,Seattle,WA 98105,USA,7.334285845,573297.3764,2,47.6685545,-122.3050619
2220,2220,2014/6/12 0:00,3,2.5,1910,1501,2.5,0,0,3,1530,380,2007,0,2637 22nd Ave W,Seattle,WA 98199,USA,6.999720467,577962.5085,2,47.644092,-122.3850089
2221,2221,2014/6/12 0:00,4,1.75,1870,5200,2,0,0,4,1200,670,1937,0,7542 42nd Ave NE,Seattle,WA 98115,USA,7.814324454,583123.8984,2,47.6843487,-122.2828813
2222,2222,2014/6/12 0:00,5,2.75,2820,4608,1,0,0,3,1450,1370,1967,2011,306 NW 82nd St,Seattle,WA 98117,USA,7.615625116,582397.1369,2,47.6885848,-122.3610665
2223,2223,2014/6/12 0:00,4,2.25,2180,7297,2,0,0,3,2180,0,1984,0,21132 NE 42nd St,Sammamish,WA 98074,USA,7.959105364,552689.5935,2,47.6458007,-122.057944
2224,2224,2014/6/12 0:00,2,1,1430,3000,1.5,0,0,3,1300,130,1929,0,2215 E Miller St,Seattle,WA 98112,USA,7.860571659,597080.0493,2,47.6414855,-122.303099
2225,2225,2014/6/12 0:00,3,2.5,2480,5137,2,0,0,3,2480,0,2000,0,13202 NE 92nd Way,Redmond,WA 98052,USA,7.05108932,632805.0953,2,47.6840326,-122.1638786
2226,2226,2014/6/12 0:00,4,2,2710,4750,1,0,0,4,1460,1250,1919,1985,6326 21st Ave NE,Seattle,WA 98115,USA,7.093282323,647049.0204,2,47.6756115,-122.3051934
2227,2227,2014/6/12 0:00,3,3,2340,2970,2,0,0,5,2160,180,1925,0,743 N 80th St,Seattle,WA 98103,USA,7.985237101,658699.2828,2,47.6867503,-122.3480889
2228,2228,2014/6/12 0:00,3,2.5,2050,6420,1,0,3,3,1730,320,1956,2001,5625 SW Orleans St,Seattle,WA 98116,USA,6.721661039,636838.4579,2,47.5707962,-122.4050428
2229,2229,2014/6/12 0:00,3,2,2460,6600,1,0,2,4,1370,1090,1952,0,9108 40th Ave SW,Seattle,WA 98136,USA,6.807610925,665276.6449,2,47.521446,-122.3829365
2230,2230,2014/6/12 0:00,3,2.5,2570,3600,2.5,0,0,3,2570,0,2007,0,1474-1476 29th Pl NE,Issaquah,WA 98029,USA,6.729713391,656415.1154,2,47.5411942,-121.9935937
2231,2231,2014/6/12 0:00,4,2.5,2683,40386,2,0,0,4,2683,0,1987,0,10821 151st Ave NE,Redmond,WA 98052,USA,7.139303311,419396.9178,1,47.6981957,-122.1376361
2232,2232,2014/6/12 0:00,4,2.5,3280,27441,2,0,0,3,3280,0,1996,0,7435 245th Way NE,Redmond,WA 98053,USA,6.591459912,693493.0603,2,47.671112,-122.012106
2233,2233,2014/6/12 0:00,3,2.75,1900,6400,1,0,0,5,1410,490,1942,0,4324 NE 56th St,Seattle,WA 98105,USA,7.086835666,674546.8869,2,47.6697098,-122.2809235
2234,2234,2014/6/12 0:00,3,1.75,2110,11250,1,0,0,4,2110,0,1961,2001,9201-9231 SE 70th Pl,Mercer Island,WA 98040,USA,7.559475202,665459.7387,2,47.5405818,-122.2162766
2235,2235,2014/6/12 0:00,3,3.5,3950,111078,1.5,0,0,3,2460,1490,1989,0,19851 NE Redmond Rd,Redmond,WA 98053,USA,7.373817803,437472.7988,1,47.6969687,-122.0716512
2236,2236,2014/6/12 0:00,4,2.5,3010,6100,2,0,0,3,3010,0,2005,0,6466 195th Pl NE,Redmond,WA 98052,USA,7.075479732,783084.1101,3,47.6647145,-122.080122
2237,2237,2014/6/12 0:00,4,3.25,2420,4000,1.5,0,0,5,1870,550,1911,1984,4039 4th Ave NE,Seattle,WA 98105,USA,6.274157942,786685.9517,3,47.6567889,-122.3248354
2238,2238,2014/6/12 0:00,3,2,2420,17859,1,0,1,5,1500,920,1979,0,7215 NE 119th Pl,Kirkland,WA 98034,USA,6.309126694,791708.1042,3,47.707405,-122.2459297
2239,2239,2014/6/12 0:00,3,3,2790,12523,2,1,4,4,1600,1190,1977,0,27231 8th Ave S,Des Moines,WA 98198,USA,7.940920043,827366.683,3,47.3571483,-122.323599
2240,2240,2014/6/12 0:00,4,3.25,3960,7012,2,0,0,3,3960,0,2005,0,19454 SE 27th Pl,Sammamish,WA 98075,USA,7.812161021,833618.2376,3,47.5853984,-122.0799207
2241,2241,2014/6/12 0:00,4,2.25,2460,44431,1,0,0,4,2460,0,1957,2001,539 145th Ave SE,Bellevue,WA 98007,USA,7.714732732,682097.7003,2,47.6042237,-122.1472612
